string2 0,string 1,string 2,string 3
"m020_030_001","char_PROTECTED_GIRL","Ииии!","m020_030_001"
"m020_030_002","","Грааааааааах!","m020_030_002"
"m020_030_003","","Гррррр...","m020_030_003"
"m020_030_004","","Грааааах!","m020_030_004"
"m020_030_010","char_PROTECTED_GIRL","Ты...?","m020_030_010"
"m020_030_020","","Гррррр...!","m020_030_020"
"m020_050_010","char_PROTECTED_GIRL","Возможно, это уже началось... Я очень надеюсь, что с ним всё в
порядке...","m020_050_010"
"m020_050_020","char_PROTECTED_GIRL","Нам тоже нужно спешить!","m020_050_020"
"m020_050_030","char_OPERATOR_M","Тот Дигимон — крупнейший из когда-либо наблюдавшихся.","m020_050_030_M m020_050_030_F"
"m020_050_040","char_OPERATOR_M","Аномалии — предвестники дальнейшей трагедии. Высока вероятность,
что впереди нас ждёт ещё больше — и хуже.","m020_050_040_M m020_050_040_F"
"m020_050_050","char_OPERATOR_M","Мы должны пресечь это на корню. Такова наша миссия.","m020_050_050_M m020_050_050_F"
"m020_050_060","char_PLAYER_M","Принято!{next}",""
"m020_050_061","char_PLAYER_M","Во имя АДАМАСА!{next}",""
"m020_050_062","char_PLAYER_M","Я защищу граждан от аномалий!{next}",""
"m020_050_070","char_OPERATOR_M","Я рассчитываю на тебя, агент {player}.","m020_050_070_M m020_050_070_F"
"m020_075_010","char_OPERATOR_M","У меня для тебя отчёт, агент. Доступно последнее обновление для
твоего Дигивайса.",""
"m020_075_020","char_OPERATOR_M","Теперь у тебя есть доступ к Навыкам Агента. Они должны сильно
помочь в выполнении твоей миссии. Давай, попробуй их.",""
"m020_100_010","char_PROTECTED_GIRL","Становится хуже... Битва на крыше, возможно, уже началась... Мы
должны спешить!","m020_100_010"
"m020_110_010","char_PROTECTED_GIRL","Что случилось? Давай, быстрее!","m020_110_010"
"m020_120_010","char_PROTECTED_GIRL","Ааах!","m020_120_010"
"m020_120_020","char_PROTECTED_GIRL","Ииии!","m020_120_020"
"m020_120_030","char_PROTECTED_GIRL","Мгх...!","m020_120_030"
"m020_120_040","char_PROTECTED_GIRL","А...?","m020_120_040"
"m020_120_050","char_PROTECTED_GIRL","Ой!","m020_120_050"
"m020_120_060","char_PROTECTED_GIRL","Эй! Сюда!","m020_120_060"
"m020_120_070","char_PROTECTED_GIRL","Смотри, сюда!","m020_120_070"
"m020_120_080","char_PROTECTED_GIRL","Я в порядке!","m020_120_080"
"m020_130_010","char_PIYOMON","Ч-что?! Что вообще происходит?!","m020_130_010"
"m020_130_020","char_PLAYER_M","Что ты здесь делаешь?{next}",""
"m020_130_021","char_PLAYER_M","Ты кто?",""
"m020_130_022","char_PLAYER_M","Произошла таинственная атака.",""
"m020_130_030","char_PIYOMON","Я? Я Бийомон!","m020_130_030"
"m020_130_040","char_PIYOMON","Вся эта груда обломков рухнула внезапно, и я думал, что в
ловушке!","m020_130_040"
"m020_130_050","char_PIYOMON","Но потом ты появился и убрал завал! Но я до сих пор не понимаю,
что происходит!","m020_130_050"
"m020_130_060","char_PIYOMON","Атака? Это то, что вызвало тот удар только что? Всё здание
тряслось как сумасшедшее!","m020_130_060"
"m020_130_070","char_PIYOMON","Вся эта груда обломков рухнула внезапно, и я думал, что в
ловушке!","m020_130_070"
"m020_130_080","char_PIYOMON","Но потом ты появился и убрал завал! Но я до сих пор не понимаю,
что происходит!","m020_130_080"
"m020_130_090","char_PIYOMON","Я не знаю! Внезапно этот обломок отвалился…","m020_130_090"
"m020_130_100","char_PIYOMON","Я просто хочу вернуться к своим друзьям~!","m020_130_100"
"m020_130_110","char_PLAYER_M","Ты можешь перелететь на другую сторону?{next}",""
"m020_130_111","char_PLAYER_M","Хочешь выбраться отсюда со мной?",""
"m020_130_112","char_PLAYER_M","Да... Удачи с этим.",""
"m020_130_120","char_PIYOMON","А? П-почему ты спрашиваешь?","m020_130_120"
"m020_130_130","char_PIYOMON","Не думаю, что смогу... Ты только посмотри, какие у меня
крошечные крылья!","m020_130_130"
"m020_130_140","char_PIYOMON","Но ты же убрал для меня эти завалы... И, может, это лишь
кажется, но...","m020_130_140"
"m020_130_145","char_PIYOMON","...мне кажется, что я тебя где-то ""видел"" раньше, так что,
наверное, ты не плохой человек.","m020_130_145"
"m020_130_150","char_PIYOMON","...Ладно, хорошо. Я попробую!","m020_130_150"
"m020_130_160","char_PIYOMON","Выбраться отсюда? К-как?!","m020_130_160"
"m020_130_170","char_PIYOMON","Но... ты же убрал для меня эти завалы... так что, наверное, я
должен тебе доверять...","m020_130_170"
"m020_130_180","char_PIYOMON","...Ладно. Я пойду с тобой!","m020_130_180"
"m020_130_190","char_PIYOMON","Э-Эй...!","m020_130_190"
"m020_140_010","char_PIYOMON","О-Отсюда? Ты хочешь, чтобы я перелетел на другую сторону
отсюда?","m020_140_010"
"m020_140_020","char_PLAYER_M","Пожалуйста. Ты моя единственная надежда.{next}",""
"m020_140_021","char_PLAYER_M","Да... Наверное, это и правда довольно далеко...{next}",""
"m020_140_022","char_PLAYER_M","Давай не будем пока.{end}",""
"m020_140_030","char_PIYOMON","Что?! Ты уверен?","m020_140_030"
"m020_140_040","char_PIYOMON","Н-но, наверное, другого выхода и правда нет, да...?","m020_140_040"
"m020_140_050","char_PIYOMON","Ладно, я попробую... но я не гарантирую, что у нас получится!","m020_140_050"
"m020_140_060","char_PIYOMON","Что ж, хватайся... Поехали!","m020_140_060"
"m020_140_070","char_PIYOMON","Ай! Не выходит!","m020_140_070"
"m020_140_080","char_PIYOMON","Мы идём на вынужденную посадку... прямо туда!","m020_140_080"
"m020_150_010","char_PIYOMON","Ай! Не выходит!","m020_150_010"
"m020_150_020","char_PIYOMON","Мы идём на вынужденную посадку... прямо туда!","m020_150_020"
"m020_160_010","char_PIYOMON","Я-я извиняюсь. Кажется, мы оказались ещё дальше...",""
"m020_160_020","char_PIYOMON","Я также хочу извиниться за конфликт Дигимонов в человеческом
мире.",""
"m020_160_030","char_PIYOMON","Я бы хотел помочь дальше, но я буду только обузой для тебя.
Думаю, мне лучше отдохнуть здесь.",""
"m020_170_010","char_OPERATOR_M","Эта форма и структура... Без сомнения, рукотворная.","m020_170_010_M m020_170_010_F"
"m020_170_020","char_OPERATOR_M","Почему правительство вообще закрыло это место? Неужели
происходит что-то, о чём даже АДАМАС не в курсе?","m020_170_020_M m020_170_020_F"
"m020_170_040","char_OPERATOR_M","Возможно, мы с тобой взялись за слишком сложное дело. Я срочно
запрошу подкрепление.","m020_170_040_M m020_170_040_F"
"m020_170_050","char_OPERATOR_M","Национальные агентства безопасности мало помогут. Поэтому мы и
существуем. Мы должны выполнить нашу миссию!","m020_170_050_M m020_170_050_F"
"m020_175_010","char_OPERATOR_M","Что всё это значит?! Почему Дигимоны собираются на крыше?","m020_175_010_M m020_175_010_F"
"m020_175_020","char_OPERATOR_M","Осторожно! Надвигается беда!","m020_175_020_M m020_175_020_F"
"m020_180_010","char_PROTECTED_GIRL","Ааах...!","m020_180_010"
"m020_180_020","char_PROTECTED_GIRL","Ч-что происходит...?!","m020_180_020"
"m020_180_030","char_PROTECTED_GIRL","Ой...!","m020_180_030"
"m020_180_040","char_PROTECTED_GIRL","Ааах...!","m020_180_040"
"m020_180_050","char_BLACKSHADOW","Грааааааах!","m020_180_050"
"m020_180_060","char_PROTECTED_GIRL","Ииии!","m020_180_060"
"m020_180_070","char_PROTECTED_GIRL","Ч-Что...!","m020_180_070"
"m020_180_080","char_PROTECTED_GIRL","АААААААААХ!","m020_180_080"
