string2 0,string 1,string 2,string 3
"f_t0201_0010_0010","char_SHOP_CLERK","Магазин карт находится на реконструкции.",""
"f_t0201_0020_0010","char_PASSERBY_MAN","Что это? Вы, ребята, тут косплеите? Обожаю такую преданность
своему делу!",""
"f_t0201_0030_0010","char_OUT_OTAKU","Вы ищете даму в лабораторном халате? Ладно. Вы меня вынудили! Я
просто открою тут свой третий глаз и—",""
"f_t0201_0030_0020","char_OUT_OTAKU","А? Т-тебе не надо, говоришь? Я... Понятно...",""
"f_t0201_0030_0030","char_OUT_OTAKU","Моя внутренняя бездна начинает пульсировать перед этим местом.
Должен... сдержать... её!",""
"f_t0201_0040_0010","","Сезонное предложение Сайрюгу ограничено по времени! Мега Мачо
Рамен!",""
"f_t0201_0040_0020","","Вкус, от Которого Ты Закачаешься!",""
"f_t0201_0050_0010","","Игрок в ритм-игры развалился на части после единственной ошибки.",""
"f_t0201_0060_0010","","Эти пирожные пахнут потрясающе!",""
"f_t0201_0060_0020","","...Хотя, погоди, неважно. Инори разозлится.",""
"f_t0201_0060_0030","","Если это не запретное удовольствие, то я не знаю, что это.",""
"f_t0201_0060_0040","char_INORI","Выглядит вкусно... Но если съесть это сейчас, испортишь аппетит.",""
"f_t0201_0060_0050","","Ходят слухи, что бургеры здесь аномально вкусные. Они и правда
пахнут очень аппетитно.",""
"f_t0201_0070_0010","","Какой-то мужчина пялится на дорогое оборудование.",""
"f_t0201_0070_0020","","Женщина, стоящая рядом с ним, выглядит так, будто вот-вот
взорвётся.",""
"f_t0201_0080_0010","char_PLAYER_M","{fs50}Берри лучшая!",""
"f_t0201_0080_0020","char_MINERVAMON","Что это, чёрт возьми, было? Мои бедные уши!",""
"f_t0201_0080_0030","","Суровая реальность: тренды приходят и уходят.",""
"f_t0201_0090_0010","","Один из игроков в карточные игры реально вошёл в раж, ведёт себя
как аниме-персонаж.",""
"f_t0201_0100_0010","","Столько манги и аниме-журналов. Должно быть, сложно собрать всю
серию.",""
"f_t0201_0110_0010","","Кто-то только что покинул аркадный зал, бредя как зомби!",""
"f_t0201_0120_0010","","Пластиковые модели и фигурки выставлены в ряд.",""
"f_t0201_0120_0020","","Какая красивая сборка...",""
"f_t0201_0130_0010","","Вся эта вкусно выглядящая еда заставляет меня облизываться.",""
"f_t0201_0130_0020","char_MINERVAMON","Еда в этом мире тоже выглядит вкусно. Как насчёт зайти?",""
"f_t0201_0130_0030","char_INORI","Я бы с радостью, но... нам лучше сначала найти Доктора Симмонс.",""
"f_t0201_0140_0010","char_MAID","Хм? Кто-то в лабораторном халате? Понятия не имею~ О, возьмите
это! Заходите в наше кафе когда угодно.",""
"f_t0201_0140_0020","char_MAID","Придёте в наше кафе? Я приготовлю для вас особенный напиток!",""
"f_t0201_0140_0030","char_YOUNG_WOMAN","Хм? Кто-то в лабораторном халате? Понятия не имею... О, возьмите
это! Заходите в наше кафе когда угодно.",""
"f_t0201_0140_0040","char_YOUNG_WOMAN","Боже, что он так долго? Он что, потерялся?",""
"f_t0201_0150_0010","char_CAKE_GUEST_MAN   ","Что? Даму в лабораторном халате? Никого не припоминаю... Но раз
уж вы здесь, почему бы не попробовать нашу выпечку?",""
"f_t0201_0150_0020","char_CAKE_GUEST_MAN   ","Побалуйте себя кусочком торта? Не пожалеете.",""
"f_t0201_0160_0010","char_PASSERBY_MAN","Ууу! Вы косплеите новое аниме? Когда оно выходит?!",""
"f_t0201_0170_0010","char_MAID","Хм? Женщину в лабораторном халате? Вы, наверное, о той, что
часто бывает в магазине старьёвщика.",""
"f_t0201_0170_0020","char_MAID","Я видела её под эстакадой минуту назад. Знаете, дорога у той
аптеки?",""
