string2 0,string 1,string 2,string 3
m070_010_010,char_DESCRIPTIVE_PART,*стук*,
m070_010_020,char_PLAYER_M,Да?{next},
m070_010_021,char_PLAYER_M,*бормочет* Ззз...{next},
m070_010_022,char_PLAYER_M,Не беспокой меня вне рабочего времени...{next},
m070_010_023,char_PLAYER_M,Не отвечать.{next},
m070_010_030,char_TAKEMIYA,Я вхожу.,m070_010_030
m070_010_040,char_TAKEMIYA,У тебя есть минутка? Мне нужно кое о чём спросить.,m070_010_040
m070_010_050,char_PLAYER_M,...Ладно. Конечно.{next},
m070_010_051,char_PLAYER_M,"Если это не часть моей миссии, то мне не интересно.",
m070_010_052,char_PLAYER_M,"Пока мы здесь этим занимаемся, мир разваливается.",
m070_010_060,char_TAKEMIYA,"Ценю это. Спускайся в гостиную, когда будешь готов.",m070_010_060
m070_010_070,char_TAKEMIYA,"А, и не говори Инори. Она ещё не готова узнать обо всём этом.",m070_010_070
m070_010_080,char_TAKEMIYA,"...Нам стоит поторопиться — они, наверное, уже ждут нас.
Увидимся в гостиной.",m070_010_080
m070_010_090,char_TAKEMIYA,"Эй, не будь таким. Возможно, в этом есть что-то и для тебя. Не
мог бы ты просто выслушать меня?",m070_010_090
m070_010_100,char_TAKEMIYA,"Пощади мою неудачную попытку пошутить. Я просто хочу немного
поговорить.",m070_010_100
m070_020_010,char_AEGIOMON,Эй... Мне правда нужно носить это всё время?,m070_020_010
m070_020_020,char_TAKEMIYA,"Да, смирись. Люди совсем не привыкли видеть детей с рогами.",m070_020_020
m070_020_030,char_TAKEMIYA,"Ты же не хочешь вызывать панику, верно? Тебе придётся носить
это, когда мы выходим.",m070_020_030
m070_020_035,char_TAKEMIYA,"Должен сказать... сидит идеально. Никогда не думал, что кто-то
снова наденет эти вещи...",m070_020_035
m070_020_040,char_TAKEMIYA,"Итак, пора уже выдвигаться.",m070_020_040
m070_020_050,char_PLAYER_M,Выдвигаться? Выдвигаться куда?{next},
m070_020_051,char_PLAYER_M,Откуда у тебя одежда такого размера...?,
m070_020_052,char_PLAYER_M,Мне заплатят за работу в выходной?,
m070_020_060,char_TAKEMIYA,"Есть кое-кто, с кем я хотел бы тебя познакомить — особенно этого
коротышку.",m070_020_060
m070_020_070,char_TAKEMIYA,"Поверь, она не плохой человек.
Просто немного... эксцентричная, вот и всё.",m070_020_070
m070_020_080,char_TAKEMIYA,"...В общем, постарайся быть с ней тактичнее.",m070_020_080
m070_020_090,char_TAKEMIYA,"В любом случае, я хочу, чтобы мы сегодня вместе куда-нибудь
сходили.",m070_020_090
m070_020_100,char_TAKEMIYA,"Чт… что? Я ничего не могу с этим поделать, прибереги это для
своих начальников.",m070_020_100
m070_020_110,char_TAKEMIYA,В любом случае... ты пойдёшь с нами?,m070_020_110
m070_020_120,char_TAKEMIYA,"Буду честен, коротышка. Я бы хотел получить образец твоих
данных.",m070_020_120
m070_020_160,char_TAKEMIYA,"Инори, кстати, не идёт. Один взгляд на коротышку, одетого так,
и, бьюсь об заклад, она бы —",m070_020_160
m070_020_170,char_TAKEMIYA,"...Неважно. Она бы с ума сошла, если бы услышала, как я это
говорю.",m070_020_170
m070_020_180,char_TAKEMIYA,"Мы договорились встретиться в парке Синдзюку. Пошли. Давайте
направимся туда.",m070_020_180
m070_030_010,char_KUREMI,"...Привет, Мисоно.",m070_030_010
m070_030_020,char_TAKEMIYA,"Слышал, в последнее время у тебя было много дел, Куреми.",m070_030_020
m070_030_025,char_TAKEMIYA,"В любом случае, я привел ""образец"", который обещал.",m070_030_025
m070_030_030,char_KUREMI,"Хм. Этот малыш, значит?",m070_030_030
m070_030_040,char_TAKEMIYA,"Я ещё привёл друга, который разбирается в фазово-электронных
формах жизни. С ним получишь данные получше.",m070_030_040
m070_030_050,char_TAKEMIYA,"Я знаю этого капитана сто лет. Единственный в органах, кто готов
к сотрудничеству.",m070_030_050
m070_030_060,char_TAKEMIYA,"Общественная безопасность, кстати, тоже тайно собирает
информацию о фазово-электронных формах жизни.",m070_030_060
m070_030_070,char_TAKEMIYA,"Когда я работал там, они отказывались давать нам бюджет на их
изучение, сколько бы я ни надоедал.",m070_030_070
m070_030_090,char_KUREMI,...Ты просто ужасен в офисной политике.,m070_030_090
m070_030_100,char_KUREMI,"Ты и данные-то нормально собрать без нашей организации не
можешь.",m070_030_100
m070_030_110,char_TAKEMIYA,"Слушай, я ведь делюсь с тобой своими ценными образцами, разве
нет?",m070_030_110
m070_030_120,char_TAKEMIYA,"Если кто и должен быть благодарен, так это вы, парни, тебе не
кажется?",m070_030_120
m070_030_130,char_TAKEMIYA,"Ладно, коротышка... Мне нужно, чтобы ты сейчас пошёл с нами.",m070_030_130
m070_030_140,char_TAKEMIYA,"Не волнуйся. Я не позволю им запереть тебя и выбросить ключ или
что-то в этом роде. Я заставлю их держать слово.",m070_030_140
m070_030_150,char_TAKEMIYA,"Но, если кратко, знай, что всё это ради Инори.",m070_030_150
m070_030_160,char_AEGIOMON,"Ну, я не очень понимаю, что здесь происходит,",m070_030_160
m070_030_170,char_AEGIOMON,"но если это для Инори, я сделаю всё, что смогу.",m070_030_170
m070_030_180,char_TAKEMIYA,"Готов, если вы тоже.",m070_030_180
m070_030_190,char_KUREMI,Справедливо. Тогда остальное я оставлю боссу.,m070_030_190
m070_030_200,char_KUREMI,Если можно...,m070_030_200
m070_030_210,char_SUMERAGI,Доктор Симмонс! Мы всё подготовили!,m070_030_210
m070_030_220,char_SIMMONS,"Ладно, ладно.",m070_030_220
m070_040_010,char_SIMMONS,О! Это просто прекрасно!,m070_040_010
m070_040_020,char_SIMMONS,"Не могу поверить, что это на самом деле происходит! Ты действительно
здесь, во плоти! Настоящая фазово-электронная форма жизни!",m070_040_020
m070_040_030,char_AEGIOMON,"Это... так вы называете нас, Дигимонов?",m070_040_030
m070_040_040,char_SIMMONS,"""Дигимоны"", говорите? Как захватывающе!",m070_040_040
