string2 0,string 1,string 2,string 3
f_d1001_0010_0010,,"Я не могу оставить того, кого должен оберегать.",
f_d1001_0030_0010,char_PROTECTED_GIRL,* вздох * Бесполезно... Эту дверь заклинило.,f_d1001_0030_0010
f_d1001_0030_0020,char_PROTECTED_GIRL,"Но разразится серьезный конфликт, если мы не сможем справиться с
ним в ближайшее время, верно? Разве нет какого-нибудь способа разрешить его?",f_d1001_0030_0020
f_d1001_0030_0030,char_PROTECTED_GIRL,"Мы должны поторопиться, иначе разразится крупный конфликт!
Есть ли какой-нибудь способ открыть дверь?",f_d1001_0030_0030
f_d1001_0030_0040,char_PROTECTED_GIRL,"Н-не пугай меня так! Хотя бы предупреждай в следующий раз,
ладно?",f_d1001_0030_0040
f_d1001_0030_0050,char_PROTECTED_GIRL,"Мы должны приблизиться к зданию правительства. Мы должны
остановить битву, которая вот-вот начнется на его крыше!",f_d1001_0030_0050
f_d1001_0020_0010,,Мне нужно найти другой способ.,
f_d1001_0050_0010,,"Похоже, пока мы оторвались. Поторопимся.",
f_d1001_0070_0010,char_OPERATOR_M,Что ты делаешь?! Убирайся оттуда!,
f_d1001_0080_0010,char_PUBLIC_SECURITY_PERSONNEL,Вы возвращаетесь на станцию?,
f_d1001_0080_0020,char_PLAYER_M,ДА.,
f_d1001_0080_0021,char_PLAYER_M,{end}Не сейчас.,
f_d1001_0090_0010,char_TOUDO,"Мне стыдно в этом признаваться, но, боюсь, мы не сможем сделать
это самостоятельно.",
f_d1001_0100_0010,char_SUMERAGI,"Я ненавижу просить гражданских о помощи, но, пожалуйста! Вы
должны вернуть этот переключатель обратно!",
f_d1001_0110_0010,char_PUBLIC_SECURITY_PERSONNEL,"Я слышал обо всем от доктора Симмонса. Это место в значительной
степени под контролем.",
f_d1001_0110_0020,char_PUBLIC_SECURITY_PERSONNEL,Идите и помогите с другими установочными площадками.,
f_d1001_0110_0030,char_PUBLIC_SECURITY_PERSONNEL,"Теперь все будет в порядке. Направляйтесь к следующему месту
установки.",
f_d1001_0120_0010,char_PUBLIC_SECURITY_PERSONNEL,"Вам нужен инструмент для ремонта генератора электромагнитной
сети? Для компании Сироки? Это то, что вы ищете прямо здесь.",
f_d1001_0120_0020,char_PUBLIC_SECURITY_PERSONNEL,"Мне больно полагаться на гражданских, но такова ситуация, в
которой мы находимся. Я рассчитываю на вас.",
f_d1001_0120_0030,char_OPERATOR_M,"Показания дигимонов приближаются к показаниям генератора
электромагнитной сети.",
f_d1001_0120_0040,char_OPERATOR_M,Все там в опасности! Вам нужно поторопиться!,
f_d1001_0130_0010,,"Вероятно, вы сможете прорваться с помощью Дигиатаки {r2}.",
f_d1002_0010_0010,char_FALCOMON,"Ого! Человек...?! Но почему...? Я имею в виду, где я? Что
здесь происходит?",
f_d1002_0020_0010,char_BETAMON,"Там происходит что-то страшное, и я не знаю, как добраться
домой... Что мне делать?..",
f_d1002_0030_0010,char_OPERATOR_M,Нет времени возвращаться. Направляйтесь к зданию правительства.,
f_d1003_0010_0010,char_OPERATOR_M,Что вы делаете? Координаты цели указаны не в той стороне.,
f_d1003_0010_0020,char_OPERATOR_M,"Используйте способности вашего партнера Дигимона, чтобы
устранить любые препятствия на вашем пути.",f_d1003_0010_0020_M f_d1003_0010_0020_F
f_d1003_0020_0005,char_OPERATOR_M,"Публика часто называет их ""призраками"" или ""монстрами"", но мы
решили определить фазово-электронные формы жизни как ""Дигимоны"".",f_d1003_0020_0005_M f_d1003_0020_0005_F
f_d1003_0020_0010,char_OPERATOR_M,"Дигивайс позволяет взаимодействовать с такими существами.
Одна из важных функций - {fc9ДигиАтака} {r2}.",f_d1003_0020_0010_M f_d1003_0020_0010_F
f_d1003_0020_0020,char_OPERATOR_M,"Это позволяет вам приказать вашим союзникам нанести упреждающий
удар по враждебному дигимону. Продолжайте. Попробуйте.",f_d1003_0020_0020_M f_d1003_0020_0020_F
